[-0.80080535, -0.75117023, -0.47537264, -0.59235503] ; 2
[-0.84402492, -0.52132989, -1.31132633, -1.01516906] ; 1
[-0.88027825, -0.89432492, -0.83789147, -0.93983021] ; 2
[-0.44132326, -0.77802942, -0.83557362, -0.74782953] ; 0
[-0.60762171, -0.9747387, -0.80876266, -0.91346362] ; 0
[-0.64071488, -1.01794712, -0.87501412, -1.18532887] ; 0
[-0.79371017, -0.54998677, -0.72425365, -0.71714664] ; 1
[-0.80805537, -0.85040549, -0.78078216, -0.44848152] ; 3
[-0.69466849, -0.54331779, -0.65294212, -0.63509757] ; 1
[-1.03509515, -0.40231619, -0.93338927, -0.36628069] ; 3
[-0.82373736, -0.87517864, -0.73613764, -0.89123348] ; 2
[-0.65081943, -0.81630639, -0.5045223, -0.69170465] ; 2
[-0.55197372, -0.85415568, -0.57734129, -0.22516845] ; 3
[-0.65957201, -0.54446153, -0.21614977, -0.56226728] ; 2
[-0.30277107, -0.51355197, -0.74558558, -0.57330274] ; 0
[-0.82550691, -0.53749511, -0.80540143, -0.99772991] ; 1
[-0.74996353, -0.44934282, -0.6704218, -0.74512769] ; 1
[-1.04960405, -0.56523139, -0.80760731, -0.59513991] ; 1
[-0.85479912, -0.67031341, -0.4281886, -0.45837546] ; 2
[-0.59465514, -0.61136833, -1.06414701, -0.82842465] ; 0
[-0.37954162, -0.36195042, -0.31498382, -0.39878858] ; 2
[-0.4989603, -0.68561564, -0.65999929, -0.55247146] ; 0
[-1.26677848, -0.32502965, -0.43308536, -0.82027431] ; 1
[-0.63133136, -0.73947661, -0.55540541, -0.46280153] ; 3
[-0.81308762, -0.59972508, -0.3046049, -0.93209269] ; 2
[-0.45718318, -1.00033244, -0.29425071, -0.82528712] ; 2
[-0.612081, -1.19554495, -0.47749413, -1.00513191] ; 2
[-0.69104569, -0.98677128, -0.82669588, -0.8176278] ; 0
[-0.99737701, -0.30330119, -0.49088181, -0.97572649] ; 1
[-0.68128497, -0.71086449, -1.00079838, -0.62482922] ; 3
[-0.95702272, -1.33216351, -0.59531567, -1.19141607] ; 2
[-0.28583741, -1.02729694, -0.85822892, -0.82422979] ; 0
[-0.43962547, -0.52945122, -0.6621067, -0.63815861] ; 0
[-0.81762954, -0.52017658, -0.93361644, -0.88718923] ; 1
[-0.83694475, -0.56290616, -0.49935002, -1.03449491] ; 2
[-0.42438137, -0.84513059, -0.62960373, -0.96345606] ; 0
[-0.39882317, -0.65429219, -0.85290443, -0.69375749] ; 0
[-0.15525951, -0.99472173, -0.84209423, -0.73497173] ; 0
[-0.92332544, -0.56757146, -0.83749624, -0.91542532] ; 1
[-0.97514631, -0.7275047, -0.77188631, -0.74439743] ; 1
[-1.76895625, -0.51957763, -1.39823117, -0.80707005] ; 1
[-0.5304675, -0.74138179, -0.62271986, -0.60829214] ; 0
[-0.96638138, -0.83360011, -0.61215702, -0.48271235] ; 3
[-1.00730797, -0.57087662, -0.53886512, -0.5438316] ; 2
[-0.48440001, -0.78274301, -0.89611665, -0.81032298] ; 0
[-0.82895534, -0.7438225, -0.53304706, -0.81149755] ; 2
[-0.69618306, -0.54390123, -0.42449805, -0.57285892] ; 2
[-0.3332285, -0.66517237, -0.8154955, -0.7642237] ; 0
[-0.38533624, -0.48239941, -0.68891316, -0.5295351] ; 0
[-0.76579253, -0.61468596, -0.8805206, -0.43753859] ; 3
[-0.51354792, -0.58238394, -1.18632692, -0.73021484] ; 0
[-0.56913952, -0.57692395, -0.40708976, -0.55994773] ; 2
[-1.08505516, -0.71534884, -0.83806162, -0.89203368] ; 1
[-0.54134932, -1.18176536, -0.70690124, -0.5244771] ; 3
[-0.73116889, -1.0095893, -0.81508787, -0.44672729] ; 3
[-0.47304392, -0.6509588, -0.61797133, -0.86734028] ; 0
[-0.66921979, -0.61356916, -0.89715648, -0.5373692] ; 3
[-0.4566044, -0.38284518, -0.84138845, -0.75068746] ; 1
[-0.94369239, -0.7747287, -0.79520279, -0.54366014] ; 3
[-0.81458252, -0.68341233, -1.02905876, -0.88322925] ; 1
[-0.62892868, -0.7986127, -0.60763763, -1.24605582] ; 2
[-0.80635744, -0.51975138, -0.39000555, -0.72026123] ; 2
[-0.77104574, -0.63061306, -0.77896978, -0.56846731] ; 3
[-0.38806263, -0.53514783, -0.97720653, -0.74995074] ; 0
[-0.68848683, -0.69572092, -0.74353011, -0.71993008] ; 0
[-0.41796938, -0.77326778, -0.71690964, -0.70943822] ; 0
[-1.36552996, -0.66025764, -0.61907389, -1.21516901] ; 2
[-0.78247452, -0.81344284, -1.3943938, -0.98215105] ; 0
[-0.53285929, -0.61149668, -0.81068588, -1.34391976] ; 0
[-0.48896455, -0.87609228, -0.36413834, -0.44692141] ; 2
[-0.62084678, -0.95850323, -0.5848411, -0.68854902] ; 2
[-0.66423954, -0.67672474, -0.72726099, -0.57260865] ; 3
[-0.26704414, -1.03516894, -0.71804379, -0.86248625] ; 0
[-0.75127133, -0.97059313, -0.34031221, -0.90270732] ; 2
[-0.62040401, -0.95526316, -0.52395591, -0.69170947] ; 2
[-0.34726895, -0.77286875, -1.08346277, -0.92512026] ; 0
[-1.31149364, -0.82548707, -0.73350078, -0.94414132] ; 2
[-0.69556055, -0.53992653, -0.36132102, -0.58074961] ; 2
[-0.91040738, -1.09860384, -0.94229021, -0.77881335] ; 3
[-1.00094654, -0.87705742, -0.67910816, -0.43913682] ; 3
[-0.45435924, -0.61802833, -0.40012366, -0.47773594] ; 2
[-0.80208709, -0.418224, -0.54907004, -0.43824388] ; 1
[-0.78420273, -0.54769579, -0.88678847, -0.7865406] ; 1
[-0.73046342, -0.46181326, -0.41651137, -0.84683901] ; 2
[-1.05430091, -0.59475844, -0.90734095, -0.52293884] ; 3
[-0.54858821, -0.57626153, -0.80565079, -0.69422965] ; 0
[-0.57662074, -0.99425656, -0.81929187, -0.76450585] ; 0
[-0.5207321, -0.70289514, -0.49115324, -0.62777185] ; 2
[-0.69569195, -1.06038093, -0.7273699, -0.82021567] ; 0
[-0.75202519, -0.51328693, -0.77640309, -0.85677323] ; 1
[-0.67022013, -0.57160218, -0.67188086, -0.73767351] ; 1
[-0.90454257, -0.96064364, -0.67711544, -0.95662726] ; 2
[-0.64293252, -0.69233491, -0.50465101, -1.10628273] ; 2
[-0.48979341, -0.84885279, -0.41579317, -0.78503341] ; 2
[-0.66309928, -0.77531077, -1.0900085, -0.4436813] ; 3
[-0.37780878, -0.77669863, -0.89403641, -0.81108123] ; 0
[-0.44323801, -0.53885423, -0.69987292, -0.41122158] ; 3
[-0.80335423, -0.61998037, -0.72360042, -0.60636735] ; 3
[-0.77071102, -0.62190089, -0.80666014, -0.81565515] ; 1
[-0.65254035, -0.6067305, -0.67830642, -0.64465568] ; 1
[-0.61635857, -0.55928954, -0.73879206, -0.54462427] ; 3
[-0.6308578, -0.89996576, -0.42317138, -0.7988611] ; 2
[-0.46263126, -0.86216002, -1.27268736, -0.67511998] ; 0
[-0.69104841, -1.03791009, -0.43834787, -0.56008004] ; 2
[-1.01212972, -0.53087342, -0.69908739, -0.58341028] ; 1
[-0.45463524, -0.61009135, -0.77132775, -0.61753729] ; 0
[-0.83471967, -0.82267439, -0.99150619, -0.73996785] ; 3
[-0.638457, -0.37897415, -0.62109462, -0.98439011] ; 1
[-0.51404451, -0.89562587, -0.96643688, -0.42020394] ; 3
[-0.86217346, -0.80121645, -0.80656459, -0.44101847] ; 3
[-0.60772392, -0.79068504, -1.29823458, -0.75255516] ; 0
[-0.81252985, -0.70214972, -0.74204488, -0.7400739] ; 1
[-0.53657768, -0.50977868, -0.59041677, -0.67238065] ; 1
[-0.43786495, -0.51322147, -0.65138038, -0.81280407] ; 0
[-0.82513294, -0.83284666, -0.68278716, -0.86976545] ; 2
[-0.94797695, -0.95726189, -0.73066108, -0.42813852] ; 3
[-0.59520651, -0.60517253, -0.76279866, -0.65518235] ; 0
[-1.00393086, -0.75896915, -0.94745281, -0.86252691] ; 1
[-0.76821312, -1.01288182, -0.89538547, -0.578067] ; 3
[-1.19271895, -0.83858025, -0.61665367, -0.67024584] ; 2
[-0.63120749, -0.69463015, -0.59446724, -0.52900771] ; 3
[-0.80163338, -1.28353406, -0.58661652, -1.02767489] ; 2
[-0.59547908, -0.4795129, -0.77615175, -0.57085924] ; 1
[-0.39777232, -0.70983978, -0.76830365, -1.04690876] ; 0
[-0.75828338, -0.35690203, -0.40635547, -0.80568869] ; 1
[-0.89799608, -0.70072224, -0.42387329, -0.6044128] ; 2
[-0.28313506, -0.60453984, -0.62602395, -0.73305063] ; 0
[-0.75792058, -0.74370531, -0.73785282, -0.5718283] ; 3
[-1.04161101, -0.85351712, -0.56336576, -0.68914576] ; 2
[-0.34023046, -0.60080391, -0.67805756, -0.7230432] ; 0
[-0.44193275, -0.45778958, -0.56682791, -0.79374415] ; 0
[-0.92638281, -0.35238147, -0.52317637, -0.73984265] ; 1
[-1.0493034, -1.01339001, -0.56395216, -0.66162929] ; 2
[-0.55110852, -0.81259783, -0.48937118, -0.79912494] ; 2
[-0.61050768, -0.72366285, -0.61548489, -0.58562862] ; 3
[-0.58437038, -0.82587548, -0.9940181, -0.70768261] ; 0
[-0.57328999, -0.59516195, -0.61276632, -0.39014665] ; 3
[-0.45192679, -0.52892585, -0.69206946, -0.84125741] ; 0
[-0.65643695, -0.56938873, -0.57806018, -0.34108958] ; 3
[-0.64907077, -0.22962097, -1.24171595, -0.58156866] ; 1
[-1.24141434, -0.56383439, -1.3762187, -0.75380394] ; 1
[-0.71281873, -0.60011308, -0.85255499, -0.95829444] ; 1
[-0.42934716, -0.95609732, -0.6103934, -0.65180092] ; 0
[-0.51480805, -0.6352129, -0.88542427, -0.78342242] ; 0
[-0.47442791, -0.82137867, -0.55749272, -0.52051199] ; 0
[-0.98194799, -0.86425234, -0.5552621, -0.47395696] ; 3
[-0.60908062, -0.80269558, -0.66494366, -0.46239218] ; 3
[-0.65097527, -0.36580546, -0.75378142, -0.74273441] ; 1
[-0.34161795, -0.57149264, -0.44882422, -0.74338227] ; 0
[-0.69929693, -0.2805629, -0.92144521, -0.61573824] ; 1
[-0.92067065, -0.49103131, -0.60965607, -0.53917213] ; 1
[-0.60889029, -0.8215872, -0.82887392, -0.60961131] ; 0
[-0.7990957, -0.82102104, -0.71618575, -0.85569229] ; 2
[-0.49600945, -0.68442335, -0.73822181, -0.69533701] ; 0
[-0.83658517, -0.68757195, -0.79671195, -0.54953619] ; 3
[-0.69225824, -0.4903935, -0.53267555, -0.56720779] ; 1
[-0.22353995, -0.56172583, -0.48516114, -0.64669831] ; 0
[-0.29326068, -0.59991886, -0.35316881, -0.5728873] ; 0
[-0.68322585, -0.43090396, -0.79381021, -0.81660205] ; 1
[-0.45688336, -0.58530694, -0.44081538, -0.73681704] ; 2
[-0.5397136, -0.48272001, -0.61677007, -0.51377964] ; 1
[-0.95007222, -0.5020812, -0.37626061, -0.80482564] ; 2
[-0.43589727, -0.57534836, -0.44201614, -0.48972179] ; 0
[-0.83575497, -0.83060688, -0.57503969, -0.68840855] ; 2
[-0.89771653, -0.66678944, -0.41642381, -0.44237496] ; 2
[-0.7130078, -1.05553072, -1.17373931, -0.92720109] ; 0
[-0.82876983, -0.72810114, -0.56764957, -0.63726439] ; 2
[-0.77230324, -0.63925432, -0.6392356, -0.55351018] ; 3
[-0.62377093, -0.70161579, -1.16161258, -0.64876648] ; 0
[-0.58923863, -0.75266023, -1.09892485, -0.26342982] ; 3
[-0.80282634, -0.6206799, -0.31489528, -0.61677824] ; 2
[-0.78681968, -0.59014434, -0.70891264, -0.91068862] ; 1
[-0.54674549, -0.47560436, -0.74040328, -0.96802679] ; 1
[-0.6627528, -0.7935161, -0.52465849, -0.49718672] ; 3
[-0.49389309, -0.60979701, -0.84596675, -0.70748156] ; 0
[-0.48576964, -0.70835888, -0.55864809, -0.2906449] ; 3
[-0.609322, -0.72318328, -0.64642146, -0.75235694] ; 0
[-0.79839109, -0.58377501, -0.49482417, -0.80926173] ; 2
[-0.4385004, -0.42663199, -0.58682932, -0.5772291] ; 1
[-0.77798118, -0.93784677, -0.69298077, -0.51105106] ; 3
[-0.38828116, -0.94057184, -0.58960788, -0.78099647] ; 0
[-0.8496484, -0.52486692, -0.81327224, -0.64217856] ; 1
[-0.87389037, -1.02255502, -0.6811054, -0.49544396] ; 3
[-0.69064227, -0.44240911, -0.52589475, -0.74490512] ; 1
[-0.62782027, -0.36832762, -0.58808098, -0.72651064] ; 1
[-0.66001005, -0.51292089, -0.41291625, -0.53178669] ; 2
[-0.88627533, -0.64059498, -0.72228319, -0.47458551] ; 3
[-0.65229107, -0.39693002, -0.74284818, -0.82037764] ; 1
[-0.26551123, -0.40669187, -0.23568289, -0.73574888] ; 2
[-0.57694506, -0.43917346, -0.60874945, -0.69124262] ; 1
[-0.60481056, -0.72165608, -0.647054, -0.46777669] ; 3
[-0.83541502, -0.51714188, -0.84225451, -0.61186553] ; 1
[-0.56545824, -0.68444761, -0.44095774, -0.58866961] ; 2
[-0.75058279, -0.56635781, -0.48650674, -0.48924913] ; 2
[-0.48896332, -0.85124063, -0.94508348, -0.68793663] ; 0
[-0.37308125, -0.74911957, -0.75831749, -0.51814243] ; 0
[-0.76997873, -0.40021928, -0.97789822, -0.57401366] ; 1
[-0.93137678, -0.61494662, -0.38362917, -0.72905338] ; 2
[-0.51984266, -0.77363231, -0.50447713, -1.00546309] ; 2
[-0.74254615, -0.44374381, -0.51949133, -0.35578032] ; 3
[-0.74268961, -1.0329709, -0.74994653, -0.49255752] ; 3
[-0.68656166, -0.56658327, -0.71603701, -0.67271053] ; 1
[-0.55495291, -0.87373623, -0.56954948, -0.61433654] ; 0
[-0.49479197, -0.73763638, -0.50266615, -0.66283341] ; 0
[-0.55094057, -0.67292902, -0.58356661, -0.5627747] ; 0
[-0.53644507, -0.67082055, -1.24916852, -0.69799212] ; 0
[-0.93399954, -0.78495847, -0.7740397, -0.80121106] ; 2
[-0.53260957, -0.65471402, -0.58627971, -0.65895338] ; 0
[-0.57226311, -0.72533047, -0.6652875, -0.54389676] ; 3
[-0.88731352, -1.17017964, -0.54518961, -0.61028539] ; 2
[-0.79747024, -0.56006058, -0.67946847, -0.47823501] ; 3
[-0.36440972, -0.55656059, -0.77780656, -0.45872042] ; 0
[-0.39808817, -0.45684006, -0.68361094, -0.65980501] ; 0
[-0.8280531, -0.63255626, -0.66901661, -0.70068791] ; 1
[-0.55723797, -0.74294285, -0.80127067, -0.56469399] ; 0
[-0.77071701, -0.83078374, -0.5992605, -0.79913602] ; 2
[-0.98896604, -0.56865977, -0.65434042, -0.40564101] ; 3
[-0.76332065, -0.61682356, -0.61310248, -0.63322016] ; 2
[-0.94504301, -0.36275923, -0.81093693, -0.69341564] ; 1
[-0.27868891, -0.70759293, -0.30233115, -0.52240764] ; 0
[-0.70975997, -0.86046147, -0.31734677, -0.46970631] ; 2
[-0.94855502, -0.55939244, -0.71193699, -0.79326032] ; 1
[-0.79447819, -0.60214952, -0.90353947, -0.29199126] ; 3
[-0.85590169, -0.44394451, -0.56373044, -1.34242348] ; 1
[-0.61518032, -0.54447929, -0.69939834, -0.38777333] ; 3
[-0.93077496, -0.5807542, -0.65295446, -0.51758277] ; 3
[-0.56487647, -0.5692911, -0.98775402, -0.58484713] ; 0
[-0.50396435, -0.60800361, -0.67529655, -0.90772883] ; 0
[-0.8156348, -0.78440301, -0.84956405, -0.55904704] ; 3
[-0.53060325, -0.42782326, -0.57307922, -0.8436739] ; 1
[-0.75441063, -0.54997054, -0.80332666, -0.66511887] ; 1
[-1.17460138, -0.87486932, -0.49112927, -0.57828109] ; 2
[-0.85646735, -0.87925311, -0.68005696, -0.46910349] ; 3
[-0.95716133, -0.79059734, -0.92155451, -0.45404542] ; 3
[-0.78655036, -1.12881496, -0.5674225, -0.68314603] ; 2
[-0.384307, -0.65792892, -0.77892808, -1.23126263] ; 0
[-0.8295729, -0.75450115, -0.6156628, -0.87134082] ; 2
[-0.76795585, -0.56121894, -0.4900373, -1.05633149] ; 2
[-0.49072414, -0.56740597, -0.79154048, -0.48676803] ; 3
[-0.600214, -1.21046486, -0.6500936, -0.49006366] ; 3
[-0.78746549, -0.73268176, -0.87418739, -0.65830993] ; 3
[-0.69391237, -0.94787443, -0.70039077, -0.75167465] ; 0
[-0.64056369, -0.89933447, -0.52815596, -0.8979954] ; 2
[-0.52781498, -0.98062129, -0.84000073, -0.4514822] ; 3
[-0.94324167, -1.12512432, -0.7375473, -0.54513248] ; 3
[-0.5053914, -0.43743195, -1.07339653, -0.99928439] ; 1
[-0.75308745, -0.62684664, -0.46380335, -0.94525544] ; 2
[-0.62748889, -0.88726463, -0.56719144, -0.37019091] ; 3
[-0.92131399, -0.48959356, -0.73155591, -0.70429188] ; 1
[-0.29383497, -0.98505457, -0.73777525, -0.81122811] ; 0
[-0.74259313, -0.91393955, -0.57149163, -0.56934374] ; 3
[-0.5497536, -0.6857833, -0.74889128, -0.58640223] ; 0
[-0.71383222, -0.72669815, -0.8168838, -0.48108545] ; 3
[-0.79893059, -0.44266303, -0.83152241, -0.92383012] ; 1
[-0.49330754, -0.65026422, -0.75170855, -0.96389036] ; 0
[-0.54276331, -0.38520095, -0.81859738, -0.56269679] ; 1
[-0.71237591, -0.34492332, -0.63085372, -0.63570859] ; 1
[-0.69396776, -0.76854931, -0.74165808, -0.58478084] ; 3
[-0.56054017, -0.49665421, -0.71821303, -0.60184276] ; 1
[-0.59171268, -1.15419835, -0.81247625, -0.55539857] ; 3
[-0.56565075, -1.16676506, -1.63009128, -0.96652408] ; 0
[-0.66174857, -0.69826065, -0.74885287, -0.9029897] ; 0
[-0.80248335, -0.72066107, -0.85209868, -0.40957608] ; 3
[-0.51535942, -0.70002571, -0.67843023, -0.59407408] ; 0
[-0.6759615, -0.68707143, -0.76329276, -0.9260883] ; 0
[-1.08156907, -1.07120928, -0.71173682, -1.17549959] ; 2
[-0.47084159, -0.77313927, -0.60646535, -0.44706366] ; 3
[-0.88978096, -0.5952493, -0.4689014, -0.80957338] ; 2
[-1.0973559, -0.58839597, -0.5478871, -0.59097376] ; 2
[-0.78396011, -0.45863229, -0.96890178, -1.30390902] ; 1
[-1.07136041, -0.67072153, -0.84639134, -0.42993083] ; 3
[-0.99431122, -0.67822778, -0.50479887, -0.70713935] ; 2
[-0.49463722, -0.60611818, -0.83089491, -1.00731178] ; 0
[-0.31837878, -0.76123738, -0.72851847, -0.72494217] ; 0
[-0.37561018, -0.82012212, -0.41647504, -0.77331658] ; 0
[-0.61388096, -0.77386275, -1.14071764, -0.92150194] ; 0
[-0.68509606, -0.82252573, -0.70892352, -0.83308085] ; 0
[-0.65817348, -0.97300351, -0.54441742, -0.65208707] ; 2
